ID,实例名,状态,地域,可用区,实例类型,实例规格,CPU(核数),内存(GB),GPU(卡数),操作系统,镜像Id,带宽(Mbps),主IPv4公网IP,主IPv4内网IP,主IPv4RdmaIP,主IPv6地址,系统盘类型,系统盘大小(GiB),VpcId,Vpc名称,子网Id,子网名称,网络类型,创建时间,到期时间,实例计费模式,网络计费模式,所属项目,专用宿主机ID,置放群组ID,高性能计算集群ID,数据盘_0_类型,数据盘_0_大小（GiB）,数据盘_1_类型,数据盘_1_大小（GiB）,数据盘_2_类型,数据盘_2_大小（GiB）,数据盘_3_类型,数据盘_3_大小（GiB）,标签_with-snapshot
ins-1vlpnrl5,TCVMBX0012,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-b24loz47,0Mbps,,10.82.71.29,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2024-11-14 16:25:24,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,200,,,,,
ins-nsks46p5,TCVMBX0013,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.71.32,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2024-11-14 16:25:36,,CDC计费,,默认项目,,,,,,,,,,,,
ins-650ec6z3,TCVMGF0064,运行中,上海,上海五区,标准型S5,S5.6XLARGE96,24,96,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.66.19,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-11-19 09:47:31,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,200,,,,,
ins-1gmfk00f,TCVMGF0067,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.66.45,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-11-19 09:47:31,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,100,,,,,
ins-6m9w7lv1,TCVMGF0065,运行中,上海,上海五区,标准型S5,S5.6XLARGE96,24,96,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.66.23,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-11-19 09:47:32,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,100,,,,,
ins-ed1e4x5v,TCVMGF0063,运行中,上海,上海五区,标准型S5,S5.4XLARGE64,16,64,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.66.6,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-11-19 09:47:34,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,200,,,,,
ins-61aqif1r,TCVMGF0062,运行中,上海,上海五区,标准型S5,S5.4XLARGE64,16,64,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.66.3,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-11-19 09:47:35,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,200,,,,,
ins-j0f78tyd,TCVMGF0066,运行中,上海,上海五区,标准型S5,S5.6XLARGE96,24,96,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.66.34,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-11-19 09:47:36,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,200,,,,,
ins-faay0ug5,TCVMGF0068,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.52.45,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-11-20 13:23:59,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,400,,,,,,,
ins-e1h1d36p,TCVMGF0069,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.24,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-03 09:46:31,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-8h561l2b,TCVMGF0056,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.66.25,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-05 15:51:34,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,200,,,,,
ins-aoczaonb,TCVMGF0057,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.66.49,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-05 15:51:38,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-4346mmml,TCVMGF0058,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.52.31,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-12-05 16:19:25,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,100,,,,,
ins-m6fgacp1,TCVMBE0132,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.75.14,,,CLOUD_PREMIUM,50,vpc-rkxf6bgu,TVPCBE0001,subnet-q2j3cmd3,TIPSBE0029,TVPCBE0001,2024-12-10 14:00:21,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-ht4gwnbd,TCVMBE0131,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.75.8,,,CLOUD_PREMIUM,50,vpc-rkxf6bgu,TVPCBE0001,subnet-q2j3cmd3,TIPSBE0029,TVPCBE0001,2024-12-10 14:00:28,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-349a4umn,TCVMZY0056,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.86,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-12-13 13:36:24,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,300,CLOUD_PREMIUM,100,,,,,
ins-e9bmn44j,TCVMZY0055,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.97,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-12-13 13:36:24,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,300,,,,,
ins-eeptnp9d,TCVMGF0074,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.29,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:09:56,,CDC计费,,默认项目,,,,,,,,,,,,
ins-jbcn9y7j,TCVMGF0070,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.31,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:09:56,,CDC计费,,默认项目,,,,,,,,,,,,
ins-o9cyur0r,TCVMGF0072,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.30,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:09:59,,CDC计费,,默认项目,,,,,,,,,,,,
ins-foo1ylzh,TCVMGF0073,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.36,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:09:59,,CDC计费,,默认项目,,,,,,,,,,,,
ins-6eoxtq1x,TCVMGF0061,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.21,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:10:01,,CDC计费,,默认项目,,,,,,,,,,,,
ins-lyc7xeuj,TCVMGF0060,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.22,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:10:02,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-cac01j2b,TCVMGF0071,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.18,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:10:03,,CDC计费,,默认项目,,,,,,,,,,,,
ins-cug88zab,TCVMGF0075,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.26,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:10:04,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,50,,,,,
ins-ml8wr68d,TCVMGF0059,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.32,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:10:04,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-7pkzmppj,TCVMGF0076,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.38,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:10:05,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-fxigkcuj,TCVMGF0081,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Windows Server 2016 数据中心版 64位中文版,img-fu9kcou9,0Mbps,,10.82.66.20,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:20:35,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-okot190n,TCVMGF0079,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.40,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:20:45,,CDC计费,,默认项目,,,,,,,,,,,,
ins-1k9d3h65,TCVMGF0078,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.15,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:20:49,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-q7wvdn0j,TCVMGF0080,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.48,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:20:49,,CDC计费,,默认项目,,,,,,,,,,,,
ins-90naj51f,TCVMGF0077,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.44,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:20:56,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-p8h28f0l,TCVMGF0082,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.46,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:22:12,,CDC计费,,默认项目,,,,,,,,,,,,
ins-j095xcf7,TCVMGF0083,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.39,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:22:12,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,200,,,,,
ins-ohq84evj,TCVMGF0084,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-bw8cgm7j,0Mbps,,10.82.66.105,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:22:17,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-leuaqiy7,TCVMGF0086,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.132,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:22:19,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-lbddjlgl,TCVMGF0085,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-bw8cgm7j,0Mbps,,10.82.66.96,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:22:20,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-by7baedd,TCVMGF0087,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.63,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:28:40,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-d1pqjfsf,TCVMGF0088,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.55,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:29:36,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-kq6bhdmp,TCVMGF0089,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.89,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:30:22,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-0dcfyon5,TCVMGF0091,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.98,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:31:52,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-oogeoi9b,TCVMGF0090,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.111,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:31:52,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-azdnq6zn,TCVMGF0093,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.75,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:32:29,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-97tuzh8n,TCVMGF0092,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.135,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-12-13 16:32:33,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-aezp5zmz,TCVMBE0133,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.75.13,,,CLOUD_PREMIUM,50,vpc-rkxf6bgu,TVPCBE0001,subnet-q2j3cmd3,TIPSBE0029,TVPCBE0001,2025-01-14 17:11:22,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-pcu7nlor,TCVMBE0134,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.75.17,,,CLOUD_PREMIUM,50,vpc-rkxf6bgu,TVPCBE0001,subnet-q2j3cmd3,TIPSBE0029,TVPCBE0001,2025-01-22 17:23:28,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-a834ab4f,TCVMBE0135,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.75.7,,,CLOUD_PREMIUM,50,vpc-rkxf6bgu,TVPCBE0001,subnet-q2j3cmd3,TIPSBE0029,TVPCBE0001,2025-02-11 11:33:21,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-3g348vbh,TCVMBE0136,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.75.12,,,CLOUD_PREMIUM,50,vpc-rkxf6bgu,TVPCBE0001,subnet-q2j3cmd3,TIPSBE0029,TVPCBE0001,2025-02-11 11:33:21,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-ldu3abzj,TCVMBE0137,运行中,上海,上海五区,标准型S5,S5.MEDIUM4,2,4,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.75.11,,,CLOUD_PREMIUM,50,vpc-rkxf6bgu,TVPCBE0001,subnet-q2j3cmd3,TIPSBE0029,TVPCBE0001,2025-02-11 11:33:23,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-4pyyxfid,TCVMZY0059,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.7.17,,,CLOUD_PREMIUM,50,vpc-k99c10rq,TVPCZY0002,subnet-833woo1f,TIPSZY0030,TVPCZY0002,2025-02-13 09:55:21,,CDC计费,,默认项目,,,,,,,,,,,,
ins-1zjboelp,TCVMZY0057,运行中,上海,上海五区,标准型S5,S5.MEDIUM4,2,4,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.7.8,,,CLOUD_PREMIUM,50,vpc-k99c10rq,TVPCZY0002,subnet-833woo1f,TIPSZY0030,TVPCZY0002,2025-02-13 09:55:33,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-k28zu6q1,TCVMZY0058,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.7.15,,,CLOUD_PREMIUM,50,vpc-k99c10rq,TVPCZY0002,subnet-833woo1f,TIPSZY0030,TVPCZY0002,2025-02-13 09:56:04,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,100,,,,,
ins-fxxj58cp,TCVMZY0060,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.7.6,,,CLOUD_PREMIUM,50,vpc-k99c10rq,TVPCZY0002,subnet-833woo1f,TIPSZY0030,TVPCZY0002,2025-02-13 09:56:04,,CDC计费,,默认项目,,,,,,,,,,,,
ins-6ldoa8rr,TCVMBX0052,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.71.44,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:50:53,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-5xutdj3b,TCVMBX0031,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.71.17,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:50:54,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-b6sky9vr,TCVMBX0057,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.71.5,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:51:02,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-hh6v35oh,TCVMBX0056,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.71.27,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:51:04,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-7a0fxu9b,TCVMBX0024,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.71.28,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:51:06,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-f5bk8pfn,TCVMBX0023,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.71.41,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:51:06,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-de7qm1t1,TCVMBX0049,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.71.4,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:51:07,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-j7uuke2r,TCVMBX0050,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.71.8,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:51:08,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-qzaxvn8v,TCVMBX0016,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-4wuzf0b3,0Mbps,,10.82.71.43,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:51:09,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-f5w6t8lr,TCVMBX0058,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-4wuzf0b3,0Mbps,,10.82.71.7,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2025-02-13 10:51:09,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-247xjjxn,TCVMDC0002,运行中,上海,上海五区,标准型SA3,SA3.LARGE8,4,8,0,CentOS 7.6 64位,img-bw8cgm7j,0Mbps,,10.82.99.94,,,CLOUD_PREMIUM,50,vpc-0n3h38qw,TVPCBG0001,subnet-qlgen6zf,TIPSBG0001,TVPCBG0001,2025-02-14 11:02:47,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
